contig_id	length	gc_perc	cds_coding_density	checkv_quality	checkv_completeness	checkv_contamination	provirus	checkv_gene_count	checkv_viral_genes	checkv_host_genes	total_votes	genomad_hit	genomad_score	dvf_hit	dvf_score	genomad_taxonomy	genomad_topology	genomad_hallmarks	cds_total	cds_known	cds_unknown	cds_known_pct	phrog_head_packaging	phrog_tail	phrog_lysis	phrog_dna_metabolism	phrog_connector	phrog_integration_excision	phrog_moron_amg	phrog_other	phrog_transcription	trnas	tmrnas	crisprs	inphared_accession	inphared_mash_dist	inphared_hashes	inphared_description	inphared_host	inphared_family	inphared_ref_length	iphop_host_genus	iphop_confidence	iphop_methods	propagate_activity	propagate_cohen_d	propagate_ratio
metaspades_NODE_19611_length_1204_cov_2.091384	1204	0.37	91.53	Low-quality	3.07	0.0	No	2	1	0	2	1	0.9731	1	0.9922123551368713	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	2	0	100.0	0	0	2	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_19741_length_1198_cov_2.055993	1198	0.57	90.07	Low-quality	3.04	0.0	No	4	0	0	2	1	0.9708	1	0.9860590696334839	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	4	1	3	25.0	0	0	1	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_13616_length_1579_cov_2.300525	1579	0.37	89.42	Low-quality	2.95	0.0	No	4	3	0	2	1	0.9332	1	0.9999420642852783	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	4	2	2	50.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_25956_length_968_cov_2.109529	968	0.32	99.48	Low-quality	2.9	0.0	No	3	0	0	2	1	0.9659	1	0.9727581739425659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	2	1	66.7	0	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7138_length_2583_cov_2.026108	2583	0.54	97.83	Low-quality	2.88	0.0	No	5	0	0	2	1	0.8371	1	0.9332149028778076	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	0	5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_18815_length_1243_cov_1.648990	1243	0.32	91.55	Low-quality	2.88	0.0	No	5	2	0	2	1	0.9509	1	0.9995181560516357	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	2	3	40.0	0	0	0	2	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17337_length_1323_cov_2.243691	1323	0.34	95.54	Low-quality	2.86	0.0	No	2	1	0	2	1	0.9145	1	0.9709323644638062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_26766_length_946_cov_2.013468	946	0.43	77.8	Low-quality	2.83	0.0	No	2	1	0	2	1	0.9584	1	0.9999082088470459	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17350_length_1323_cov_1.488959	1323	0.35	98.94	Low-quality	2.78	0.0	No	2	1	0	2	1	0.92	1	0.9999838471412659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7275_length_2545_cov_3.618876	2545	0.33	59.14	Low-quality	2.71	0.0	No	4	0	0	2	1	0.8848	1	0.9977642297744751	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;Crassvirales;	No terminal repeats	0	4	0	4	0.0	0	0	0	0	0	0	0	0	0	0	0	0	NC_055879	0.191731	9/1000	uncultured phage cr110_1	Unspecified	Intestiviridae	89781	NA	NA	NA	NA	NA	NA
metaspades_NODE_12838_length_1648_cov_2.438167	1648	0.43	94.11	Low-quality	2.7	0.0	No	3	2	0	2	1	0.9803	1	0.9993488192558289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	3	3	3	0	100.0	0	3	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_14001_length_1544_cov_2.394896	1544	0.48	86.92	Low-quality	2.69	0.0	No	5	0	0	2	1	0.976	1	0.9441572427749634	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	0	5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	MT836051	0.154223	20/1000	Bacteriophage sp.	Unspecified	Unclassified	13846	NA	NA	NA	NA	NA	NA
metaspades_NODE_16424_length_1380_cov_2.117736	1380	0.31	96.74	Low-quality	2.69	0.0	No	3	1	0	2	1	0.9236	1	0.9995075464248657	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	1	2	33.3	0	0	0	0	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_25541_length_980_cov_1.898378	980	0.35	99.69	Low-quality	2.68	0.0	No	4	3	0	2	1	0.894	1	0.9929433465003967	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	3	1	75.0	0	0	0	0	3	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_13180_length_1617_cov_2.432138	1617	0.41	98.89	Low-quality	2.65	0.0	No	3	1	0	2	1	0.946	1	0.9488580226898193	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	1	2	33.3	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_26010_length_967_cov_1.378289	967	0.61	99.38	Low-quality	2.64	0.0	No	2	1	0	2	1	0.8648	1	0.9936830997467041	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17676_length_1304_cov_1.963171	1304	0.66	99.92	Low-quality	2.62	0.0	No	2	1	0	2	1	0.8783	1	0.999999463558197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_18604_length_1254_cov_1.538782	1254	0.62	84.93	Low-quality	2.62	0.0	No	3	0	0	2	1	0.7961	1	0.9958258867263794	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	1	2	33.3	0	0	0	0	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11284_length_1813_cov_1.742890	1813	0.33	93.6	Low-quality	2.57	0.0	No	4	2	0	2	1	0.9654	1	0.9980208277702332	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	4	2	2	50.0	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_14304_length_1521_cov_1.517735	1521	0.48	99.67	Low-quality	2.56	0.0	No	2	1	0	2	1	0.9408	1	0.927798867225647	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_10692_length_1887_cov_2.854803	1887	0.54	91.94	Low-quality	2.55	0.0	No	5	1	0	2	1	0.9634	1	0.9753810167312622	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	5	2	3	40.0	1	0	1	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_11877_length_1745_cov_1.967456	1745	0.47	95.64	Low-quality	2.51	0.0	No	2	1	0	2	1	0.9772	1	0.9998761415481567	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	2	0	100.0	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_14159_length_1532_cov_2.262018	1532	0.37	95.82	Low-quality	2.5	0.0	No	2	1	0	2	1	0.884	1	0.9908024072647095	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	0	0	0	0	0	1	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_33546_length_793_cov_1.428184	793	0.36	100.0	Low-quality	2.49	0.0	No	2	2	0	2	1	0.9687	1	0.9787189960479736	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_23880_length_1033_cov_1.929448	1033	0.33	96.71	Low-quality	2.48	0.0	No	3	3	0	2	1	0.9689	1	0.9678221940994263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	3	0	100.0	1	0	0	0	2	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_25467_length_983_cov_1.006466	983	0.5	101.12	Low-quality	2.44	0.0	No	2	1	0	2	1	0.9624	1	0.9677209854125977	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	1	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_27304_length_932_cov_1.473204	932	0.65	99.36	Low-quality	2.42	0.0	No	1	1	0	2	1	0.9452	1	0.9999006986618042	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_20573_length_1160_cov_1.342081	1160	0.37	97.93	Low-quality	2.41	0.0	No	1	0	0	2	1	0.8869	1	0.9826211929321289	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_7606_length_2464_cov_1.787049	2464	0.32	97.61	Low-quality	2.38	0.0	No	7	2	0	2	1	0.9803	1	0.9957361221313477	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	7	2	5	28.6	0	0	0	1	0	0	0	1	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_33856_length_787_cov_1.774590	787	0.46	73.7	Low-quality	2.34	0.0	No	2	1	0	2	1	0.7872	1	0.9566649198532104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_16173_length_1397_cov_2.002235	1397	0.41	82.68	Low-quality	2.32	0.0	No	3	0	0	2	1	0.8852	1	0.9997125864028931	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	1	2	33.3	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_27146_length_935_cov_1.984091	935	0.47	99.68	Low-quality	2.3	0.0	No	1	1	0	2	1	0.9619	1	0.9970762729644775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	0	1	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_15706_length_1427_cov_1.546647	1427	0.33	85.07	Low-quality	2.29	0.0	No	1	0	1	2	1	0.9742	1	0.9992218017578125	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	0	0	0	0	0	1	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_25774_length_974_cov_1.584331	974	0.39	99.69	Low-quality	2.25	0.0	No	1	1	0	2	1	0.9397	1	0.9443132877349854	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_17988_length_1286_cov_2.831032	1286	0.48	96.66	Low-quality	2.23	0.0	No	2	0	0	2	1	0.9304	1	0.9964884519577026	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_22865_length_1069_cov_1.329389	1069	0.49	81.48	Low-quality	2.22	0.0	No	2	0	0	2	1	0.9019	1	0.9749388694763184	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	0	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6146_length_2913_cov_1.559482	2913	0.46	90.56	Low-quality	2.19	0.0	No	5	0	0	2	1	0.9771	1	0.9986116886138916	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	5	0	5	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_15771_length_1423_cov_1.755848	1423	0.38	96.98	Low-quality	2.15	0.0	No	3	1	0	2	1	0.9777	1	0.9571244716644287	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	3	2	1	66.7	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_25889_length_970_cov_1.622951	970	0.35	100.93	Low-quality	2.15	0.0	No	2	1	0	2	1	0.9218	1	0.9382625818252563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_19395_length_1214_cov_1.826575	1214	0.41	93.25	Low-quality	2.13	0.0	No	2	1	0	2	1	0.9705	1	0.9985158443450928	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	0	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_24247_length_1021_cov_2.207039	1021	0.45	100.2	Low-quality	2.12	0.0	No	3	1	0	2	1	0.8838	1	0.981076717376709	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	2	1	66.7	1	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_26743_length_947_cov_1.576233	947	0.43	76.77	Low-quality	1.97	0.0	No	2	2	0	2	1	0.9304	1	0.993299663066864	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	1	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_21439_length_1122_cov_2.762887	1122	0.38	87.61	Low-quality	1.95	0.0	No	1	1	0	2	1	0.9627	1	0.985906183719635	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_28981_length_889_cov_1.121103	889	0.61	76.72	Low-quality	1.9	0.0	No	2	0	0	2	1	0.9535	1	0.9631097316741943	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	2	0	100.0	0	0	0	0	1	0	0	0	1	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_37354_length_730_cov_1.099259	730	0.56	97.67	Low-quality	1.87	0.0	No	1	1	0	2	1	0.8661	1	0.9326063394546509	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_32014_length_822_cov_2.517601	822	0.52	99.51	Low-quality	1.85	0.0	No	1	0	0	2	1	0.9556	1	0.9999122619628906	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	0	1	0.0	0	0	0	0	0	0	0	0	0	0	0	0	AJ413274	0.140258	27/1000	Enterobacteria phage Nil2	Enterobacteria	Unclassified	14279	NA	NA	NA	NA	NA	NA
metaspades_NODE_25164_length_992_cov_1.526147	992	0.6	99.6	Low-quality	1.84	0.0	No	2	2	0	2	1	0.9661	1	0.9899309873580933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	2	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_41927_length_668_cov_1.247961	668	0.32	95.51	Low-quality	1.81	0.0	No	1	0	0	2	1	0.9219	1	0.9575560092926025	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_19769_length_1196_cov_2.508326	1196	0.52	89.72	Low-quality	1.8	0.0	No	1	1	0	2	1	0.7175	1	0.9977386593818665	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	LC768498	0.147707	23/1000	Klebsiella phage phiKp_30	Klebsiella	Unclassified	33740	NA	NA	NA	NA	NA	NA
metaspades_NODE_24180_length_1023_cov_2.254132	1023	0.41	94.33	Low-quality	1.8	0.0	No	1	1	0	2	1	0.9594	1	0.9996147155761719	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_14017_length_1543_cov_1.990591	1543	0.36	90.6	Low-quality	1.77	0.0	No	3	1	0	2	1	0.9383	1	0.9985674619674683	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	2	1	66.7	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_28868_length_891_cov_2.531100	891	0.37	100.45	Low-quality	1.73	0.0	No	2	2	0	2	1	0.9339	1	0.9463977217674255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_48091_length_601_cov_0.888278	601	0.32	78.2	Low-quality	1.7	0.0	No	1	1	0	2	1	0.9374	1	0.9923868775367737	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_6193_length_2895_cov_3.142254	2895	0.43	97.17	Low-quality	1.68	0.0	No	4	3	0	2	1	0.9816	1	0.9998311996459961	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	0	4	2	2	50.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Bacteroides	94.9	iPHoP-RF;96.40	NA	NA	NA
metaspades_NODE_28157_length_909_cov_1.768150	909	0.7	73.71	Low-quality	1.68	0.0	No	2	1	0	2	1	0.9149	1	0.9993501901626587	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	Alicycliphilus	90.7	iPHoP-RF;93.10	NA	NA	NA
metaspades_NODE_39020_length_706_cov_1.133641	706	0.32	99.72	Low-quality	1.68	0.0	No	1	1	0	2	1	0.7794	1	0.966316819190979	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_26344_length_957_cov_2.069845	957	0.39	103.45	Low-quality	1.67	0.0	No	3	0	0	2	1	0.9756	1	0.9995968341827393	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	3	1	2	33.3	0	0	0	1	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_42487_length_661_cov_1.445545	661	0.54	102.72	Low-quality	1.67	0.0	No	2	1	0	2	1	0.9396	1	0.9858129024505615	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	1	0	0	0	0	0	0	0	0	0	0	0	PQ793804	0.149777	22/1000	Salmonella phage As1	Salmonella	Unclassified	16506	NA	NA	NA	NA	NA	NA
metaspades_NODE_51832_length_567_cov_1.248047	567	0.35	99.29	Low-quality	1.67	0.0	No	1	1	0	2	1	0.95	1	0.9983135461807251	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5870_length_3019_cov_2.504049	3019	0.49	98.21	Low-quality	1.62	0.0	No	2	0	1	2	1	0.7267	1	0.9837136268615723	Unclassified	No terminal repeats	0	2	0	2	0.0	0	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_5966_length_2980_cov_2.325128	2980	0.33	92.95	Low-quality	1.61	0.0	No	5	0	0	2	1	0.7815	1	0.9999935626983643	Unclassified	No terminal repeats	0	5	1	4	20.0	0	0	1	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_16092_length_1402_cov_2.129918	1402	0.37	92.08	Low-quality	1.61	0.0	No	2	1	0	2	1	0.9414	1	0.9878382682800293	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	2	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_52410_length_562_cov_1.694280	562	0.33	96.26	Low-quality	1.61	0.0	No	2	2	0	2	1	0.9517	1	0.9944974184036255	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	2	1	1	50.0	0	1	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_39236_length_703_cov_1.192901	703	0.3	99.29	Low-quality	1.6	0.0	No	1	1	0	2	1	0.8596	1	0.9676768779754639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	1	1	1	0	100.0	1	0	0	0	0	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
metaspades_NODE_34474_length_776_cov_1.660194	776	0.48	91.75	Low-quality	1.57	0.0	No	2	2	0	2	1	0.9373	1	0.9370006322860718	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	No terminal repeats	2	2	2	0	100.0	0	1	0	0	1	0	0	0	0	0	0	0	no_inphared_mash_hit	NA	no_inphared_mash_hit				0	NA	NA	NA	NA	NA	NA
